subject,item,condition,ID,ffd,sfd,gzd,tvt,gpt,skp,rgi,rgo,exp,wordtype,wordtype3,divergence,pred.raw
5,131,3,131.3,221,221,221,455,221,1,1,0,SCB,Ortho_control,3,81,0.5
5,132,1,132.1,49,49,49,49,49,1,0,0,SCB,Target,2,81,0.5
5,133,2,133.2,313,313,313,313,313,1,0,0,SCB,Pseudohomophone,1,81,0.7
5,134,3,134.3,247,247,247,528,247,1,1,0,SCB,Ortho_control,3,81,0.8
5,135,1,135.1,345,345,345,345,510,1,0,1,SCB,Target,2,81,0.2
5,136,2,136.2,183,183,183,183,183,1,0,0,SCB,Pseudohomophone,1,81,0.9
5,137,3,137.3,431,431,431,561,431,1,1,0,SCB,Ortho_control,3,81,0.9
5,138,1,138.1,180,180,180,180,180,1,0,0,SCB,Target,2,81,0.5
5,139,2,139.2,165,165,165,165,165,1,0,0,SCB,Pseudohomophone,1,81,1
5,140,3,140.3,209,209,209,209,209,1,0,0,SCB,Ortho_control,3,81,1
5,141,1,141.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,81,0.8
5,142,2,142.2,217,217,217,217,217,1,0,0,SCB,Pseudohomophone,1,81,1
5,143,3,143.3,322,322,322,322,322,1,0,0,SCB,Ortho_control,3,81,0.7
5,144,1,144.1,90,90,90,90,90,1,0,0,SCB,Target,2,81,1
5,145,2,145.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,81,0.1
5,146,3,146.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,81,0.1
5,147,1,147.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,81,1
5,148,2,148.2,135,135,135,135,135,1,0,0,SCB,Pseudohomophone,1,81,1
5,149,3,149.3,192,192,192,192,192,1,0,0,SCB,Ortho_control,3,81,0.9
5,150,1,150.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,81,0.5
5,151,2,151.2,260,260,260,260,260,1,0,0,SCB,Pseudohomophone,1,81,1
5,152,3,152.3,224,NA,392,609,1060,1,0,1,SCB,Ortho_control,3,81,1
5,153,1,153.1,158,158,158,158,158,1,0,0,SCB,Target,2,81,1
5,154,2,154.2,171,171,171,361,171,1,1,0,SCB,Pseudohomophone,1,81,0.8
5,155,3,155.3,203,203,203,571,203,1,1,0,SCB,Ortho_control,3,81,0.3
5,156,1,156.1,229,229,229,229,229,1,0,0,SCB,Target,2,81,0.9
5,157,2,157.2,283,283,283,283,283,1,0,0,SCB,Pseudohomophone,1,81,1
5,158,3,158.3,166,166,166,166,166,1,0,0,SCB,Ortho_control,3,81,0.8
5,159,1,159.1,444,444,444,444,444,1,0,0,SCB,Target,2,81,1
5,160,2,160.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,81,0.3
5,161,3,161.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,81,0.7
5,162,1,162.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,81,0.9
5,163,2,163.2,339,339,339,339,339,1,0,0,SCB,Pseudohomophone,1,81,0
5,164,3,164.3,241,241,241,241,241,1,0,0,SCB,Ortho_control,3,81,0
5,165,1,165.1,187,NA,187,228,417,1,0,1,SCB,Target,2,81,0.9
5,166,2,166.2,158,NA,317,317,317,1,0,0,SCB,Pseudohomophone,1,81,0.8
5,167,3,167.3,237,237,237,406,237,1,1,0,SCB,Ortho_control,3,81,0.3
5,168,1,168.1,251,251,251,372,251,1,1,0,SCB,Target,2,81,0.5
5,169,2,169.2,327,327,327,683,327,1,1,0,SCB,Pseudohomophone,1,81,0.6
5,170,3,170.3,241,NA,241,1413,1358,1,1,1,SCB,Ortho_control,3,81,1
5,171,1,171.1,228,228,228,228,228,1,0,0,SCB,Target,2,81,0.7
5,172,2,172.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,81,1
5,173,3,173.3,315,NA,747,871,747,1,0,0,SCB,Ortho_control,3,81,0.9
5,174,1,174.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,81,1
5,175,2,175.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,81,0.8
5,176,3,176.3,214,NA,423,423,423,1,0,0,SCB,Ortho_control,3,81,0.4
5,177,1,177.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,81,0.6
5,178,2,178.2,220,220,220,220,220,1,0,0,SCB,Pseudohomophone,1,81,0.7
5,179,3,179.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,81,0.6
5,180,1,180.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,81,0.6
6,1,3,1.3,NA,NA,NA,257,NA,0,1,0,SCB,Ortho_control,3,148.5,0
6,2,1,2.1,NA,NA,NA,119,NA,0,1,0,SCB,Target,2,148.5,0.2
6,3,2,3.2,NA,NA,NA,163,NA,0,1,0,SCB,Pseudohomophone,1,148.5,0.2
6,4,3,4.3,201,201,201,201,201,1,0,0,SCB,Ortho_control,3,148.5,0.9
6,5,1,5.1,188,188,188,188,188,1,0,0,SCB,Target,2,148.5,0.3
6,6,2,6.2,236,236,236,236,236,1,0,0,SCB,Pseudohomophone,1,148.5,0.1
6,7,3,7.3,139,139,139,283,139,1,1,0,SCB,Ortho_control,3,148.5,0.5
6,8,1,8.1,109,109,109,109,230,1,0,1,SCB,Target,2,148.5,0.3
6,9,2,9.2,340,340,340,340,340,1,0,0,SCB,Pseudohomophone,1,148.5,0.7
6,10,3,10.3,180,180,180,180,180,1,0,0,SCB,Ortho_control,3,148.5,0.4
6,11,1,11.1,229,229,229,229,229,1,0,0,SCB,Target,2,148.5,0.4
6,12,2,12.2,176,176,176,176,176,1,0,0,SCB,Pseudohomophone,1,148.5,0.9
6,13,3,13.3,NA,NA,NA,201,NA,0,1,0,SCB,Ortho_control,3,148.5,0.7
6,14,1,14.1,155,155,155,155,155,1,0,0,SCB,Target,2,148.5,0.9
6,15,2,15.2,136,136,136,136,136,1,0,0,SCB,Pseudohomophone,1,148.5,1
6,16,3,16.3,175,175,175,175,175,1,0,0,SCB,Ortho_control,3,148.5,0
6,17,1,17.1,172,172,172,172,172,1,0,0,SCB,Target,2,148.5,1
6,18,2,18.2,150,NA,311,311,311,1,0,0,SCB,Pseudohomophone,1,148.5,0.1
6,19,3,19.3,174,NA,237,237,237,1,0,0,SCB,Ortho_control,3,148.5,0.6
6,20,1,20.1,96,96,96,96,96,1,0,0,SCB,Target,2,148.5,0
6,21,2,21.2,204,NA,295,295,295,1,0,0,SCB,Pseudohomophone,1,148.5,0.5
6,22,3,22.3,NA,NA,NA,143,NA,0,0,0,SCB,Ortho_control,3,148.5,0.9
6,23,1,23.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,0.8
6,24,2,24.2,245,245,245,245,245,1,0,0,SCB,Pseudohomophone,1,148.5,0.8
6,25,3,25.3,134,134,134,392,134,1,1,0,SCB,Ortho_control,3,148.5,0.2
6,26,1,26.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,0.8
6,27,2,27.2,217,217,217,217,420,1,0,1,SCB,Pseudohomophone,1,148.5,0.4
6,28,3,28.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,148.5,1
6,29,1,29.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,0.6
6,30,2,30.2,174,174,174,174,174,1,0,0,SCB,Pseudohomophone,1,148.5,0.4
6,31,3,31.3,258,258,258,394,258,1,1,0,SCB,Ortho_control,3,148.5,0.8
6,32,1,32.1,154,154,154,154,154,1,0,0,SCB,Target,2,148.5,1
6,33,2,33.2,207,207,207,207,350,1,0,1,SCB,Pseudohomophone,1,148.5,0.1
6,34,3,34.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,148.5,1
6,35,1,35.1,182,182,182,182,182,1,0,0,SCB,Target,2,148.5,0.7
6,36,2,36.2,164,164,164,164,164,1,0,0,SCB,Pseudohomophone,1,148.5,0.3
6,37,3,37.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,148.5,1
6,38,1,38.1,NA,NA,NA,162,NA,0,1,0,SCB,Target,2,148.5,0.5
6,39,2,39.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,148.5,0
6,40,3,40.3,119,119,119,293,119,1,1,0,SCB,Ortho_control,3,148.5,0.9
6,41,1,41.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,0.5
6,42,2,42.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,148.5,0.5
6,43,3,43.3,136,136,136,344,136,1,1,0,SCB,Ortho_control,3,148.5,0.7
6,44,1,44.1,113,NA,113,182,397,1,0,1,SCB,Target,2,148.5,0.3
6,45,2,45.2,162,162,162,162,162,1,0,0,SCB,Pseudohomophone,1,148.5,1
6,46,3,46.3,178,178,178,178,178,1,0,0,SCB,Ortho_control,3,148.5,0.9
6,47,1,47.1,140,140,140,140,140,1,0,0,SCB,Target,2,148.5,0.9
6,48,2,48.2,152,152,152,152,152,1,0,0,SCB,Pseudohomophone,1,148.5,1
6,49,3,49.3,203,NA,343,343,343,1,0,0,SCB,Ortho_control,3,148.5,0
6,50,1,50.1,152,152,152,152,152,1,0,0,SCB,Target,2,148.5,0.5
6,51,2,51.2,172,172,172,331,172,1,1,0,SCB,Pseudohomophone,1,148.5,0.3
6,52,3,52.3,NA,NA,NA,442,NA,0,1,0,SCB,Ortho_control,3,148.5,1
6,53,1,53.1,94,94,94,94,94,1,0,0,SCB,Target,2,148.5,0.8
6,54,2,54.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,148.5,0.7
6,55,3,55.3,111,111,111,337,111,1,1,0,SCB,Ortho_control,3,148.5,0.7
6,56,1,56.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,0.1
6,57,2,57.2,144,144,144,144,144,1,0,0,SCB,Pseudohomophone,1,148.5,0.2
6,58,3,58.3,NA,NA,NA,156,NA,0,1,0,SCB,Ortho_control,3,148.5,0.7
6,59,1,59.1,153,153,153,153,153,1,0,0,SCB,Target,2,148.5,0
6,60,2,60.2,176,176,176,176,176,1,0,0,SCB,Pseudohomophone,1,148.5,0.3
6,61,3,61.3,152,152,152,152,152,1,0,0,SCB,Ortho_control,3,148.5,0.1
6,62,1,62.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,1
6,63,2,63.2,112,112,112,184,112,1,1,0,SCB,Pseudohomophone,1,148.5,0
6,64,3,64.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,148.5,1
6,65,1,65.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,1
6,66,2,66.2,NA,NA,NA,141,NA,0,1,0,SCB,Pseudohomophone,1,148.5,1
6,67,3,67.3,78,78,78,259,78,1,1,0,SCB,Ortho_control,3,148.5,0.9
6,68,1,68.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,1
6,69,2,69.2,146,146,146,146,146,1,0,0,SCB,Pseudohomophone,1,148.5,0.7
6,70,3,70.3,191,191,191,191,191,1,0,0,SCB,Ortho_control,3,148.5,0.9
6,71,1,71.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,0.9
6,72,2,72.2,189,189,189,189,189,1,0,0,SCB,Pseudohomophone,1,148.5,0.9
6,73,3,73.3,160,160,160,428,160,1,1,0,SCB,Ortho_control,3,148.5,0.9
6,74,1,74.1,122,122,122,122,122,1,0,0,SCB,Target,2,148.5,0.6
6,75,2,75.2,157,157,157,157,157,1,0,0,SCB,Pseudohomophone,1,148.5,0.8
6,76,3,76.3,172,172,172,172,172,1,0,0,SCB,Ortho_control,3,148.5,0.9
6,77,1,77.1,209,NA,367,367,367,1,0,0,SCB,Target,2,148.5,0.9
6,78,2,78.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,148.5,0.9
6,79,3,79.3,262,262,262,262,262,1,0,0,SCB,Ortho_control,3,148.5,0.4
6,80,1,80.1,189,189,189,189,189,1,0,0,SCB,Target,2,148.5,0.8
6,81,2,81.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,148.5,1
6,82,3,82.3,NA,NA,NA,77,NA,0,1,0,SCB,Ortho_control,3,148.5,0.7
6,83,1,83.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,1
6,84,2,84.2,126,126,126,270,126,1,1,0,SCB,Pseudohomophone,1,148.5,0.5
6,85,3,85.3,153,153,153,153,153,1,0,0,SCB,Ortho_control,3,148.5,1
6,86,1,86.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,0.2
6,87,2,87.2,211,211,211,211,211,1,0,0,SCB,Pseudohomophone,1,148.5,0.7
6,88,3,88.3,134,134,134,134,134,1,0,0,SCB,Ortho_control,3,148.5,0.7
6,89,1,89.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,0.8
6,90,2,90.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,148.5,1
6,91,3,91.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,148.5,0
6,92,1,92.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,0.5
6,93,2,93.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,148.5,0.7
6,94,3,94.3,156,156,156,156,156,1,0,0,SCB,Ortho_control,3,148.5,0.8
6,95,1,95.1,115,115,115,115,115,1,0,0,SCB,Target,2,148.5,0.6
6,96,2,96.2,175,175,175,175,175,1,0,0,SCB,Pseudohomophone,1,148.5,0
6,97,3,97.3,159,159,159,159,159,1,0,0,SCB,Ortho_control,3,148.5,0.6
6,98,1,98.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,0.7
6,99,2,99.2,184,184,184,184,184,1,0,0,SCB,Pseudohomophone,1,148.5,0.8
6,100,3,100.3,184,184,184,184,184,1,0,0,SCB,Ortho_control,3,148.5,1
6,101,1,101.1,163,163,163,163,163,1,0,0,SCB,Target,2,148.5,1
6,102,2,102.2,182,182,182,182,182,1,0,0,SCB,Pseudohomophone,1,148.5,0.9
6,103,3,103.3,120,120,120,120,120,1,0,0,SCB,Ortho_control,3,148.5,0.4
6,104,1,104.1,NA,NA,NA,52,NA,0,1,0,SCB,Target,2,148.5,0.5
6,105,2,105.2,154,154,154,154,154,1,0,0,SCB,Pseudohomophone,1,148.5,0.6
6,106,3,106.3,156,156,156,156,156,1,0,0,SCB,Ortho_control,3,148.5,1
6,107,1,107.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,0.4
6,108,2,108.2,147,147,147,147,147,1,0,0,SCB,Pseudohomophone,1,148.5,1
6,109,3,109.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,148.5,0.2
6,110,1,110.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,0.4
6,111,2,111.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,148.5,0.7
6,112,3,112.3,155,155,155,317,155,1,1,0,SCB,Ortho_control,3,148.5,1
6,113,1,113.1,168,168,168,168,168,1,0,0,SCB,Target,2,148.5,0.8
6,114,2,114.2,146,146,146,146,146,1,0,0,SCB,Pseudohomophone,1,148.5,1
6,115,3,115.3,157,157,157,157,157,1,0,0,SCB,Ortho_control,3,148.5,0
6,116,1,116.1,97,97,97,97,97,1,0,0,SCB,Target,2,148.5,0.8
6,117,2,117.2,195,195,195,195,195,1,0,0,SCB,Pseudohomophone,1,148.5,0.4
6,118,3,118.3,180,180,180,180,180,1,0,0,SCB,Ortho_control,3,148.5,1
6,119,1,119.1,160,160,160,160,160,1,0,0,SCB,Target,2,148.5,0.6
6,120,2,120.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,148.5,1
6,121,3,121.3,219,219,219,219,219,1,0,0,SCB,Ortho_control,3,148.5,1
6,122,1,122.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,0.8
6,123,2,123.2,134,134,134,134,134,1,0,0,SCB,Pseudohomophone,1,148.5,0.1
6,124,3,124.3,157,157,157,157,157,1,0,0,SCB,Ortho_control,3,148.5,0.9
6,125,1,125.1,173,173,173,173,173,1,0,0,SCB,Target,2,148.5,0.9
6,126,2,126.2,115,115,115,115,115,1,0,0,SCB,Pseudohomophone,1,148.5,0.9
6,127,3,127.3,174,NA,403,403,403,1,0,0,SCB,Ortho_control,3,148.5,0.1
6,128,1,128.1,112,NA,112,233,333,1,0,1,SCB,Target,2,148.5,0.4
6,129,2,129.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,148.5,0.8
6,130,3,130.3,151,NA,151,356,907,1,0,1,SCB,Ortho_control,3,148.5,0.3
6,131,1,131.1,135,135,135,135,135,1,0,0,SCB,Target,2,148.5,0.5
6,132,2,132.2,NA,NA,NA,92,NA,0,1,0,SCB,Pseudohomophone,1,148.5,0.5
6,133,3,133.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,148.5,0.7
6,134,1,134.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,0.8
6,135,2,135.2,NA,NA,NA,115,NA,0,1,0,SCB,Pseudohomophone,1,148.5,0.2
6,136,3,136.3,77,77,77,77,77,1,0,0,SCB,Ortho_control,3,148.5,0.9
6,137,1,137.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,0.9
6,138,2,138.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,148.5,0.5
6,140,1,140.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,1
6,141,2,141.2,239,NA,452,452,452,1,0,0,SCB,Pseudohomophone,1,148.5,0.8
6,142,3,142.3,128,128,128,128,128,1,0,0,SCB,Ortho_control,3,148.5,1
6,143,1,143.1,205,205,205,205,205,1,0,0,SCB,Target,2,148.5,0.7
6,144,2,144.2,159,159,159,159,159,1,0,0,SCB,Pseudohomophone,1,148.5,1
6,145,3,145.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,148.5,0.1
6,146,1,146.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,0.1
6,147,2,147.2,NA,NA,NA,133,NA,0,1,0,SCB,Pseudohomophone,1,148.5,1
6,148,3,148.3,231,231,231,231,231,1,0,0,SCB,Ortho_control,3,148.5,1
6,149,1,149.1,147,147,147,147,147,1,0,0,SCB,Target,2,148.5,0.9
6,150,2,150.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,148.5,0.5
6,151,3,151.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,148.5,1
6,152,1,152.1,145,145,145,145,145,1,0,0,SCB,Target,2,148.5,1
6,153,2,153.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,148.5,1
6,154,3,154.3,NA,NA,NA,469,NA,0,1,0,SCB,Ortho_control,3,148.5,0.8
6,155,1,155.1,232,232,232,232,232,1,0,0,SCB,Target,2,148.5,0.3
6,156,2,156.2,195,195,195,195,195,1,0,0,SCB,Pseudohomophone,1,148.5,0.9
6,157,3,157.3,165,165,165,165,165,1,0,0,SCB,Ortho_control,3,148.5,1
6,158,1,158.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,0.8
6,159,2,159.2,154,154,154,154,154,1,0,0,SCB,Pseudohomophone,1,148.5,1
6,160,3,160.3,260,260,260,260,260,1,0,0,SCB,Ortho_control,3,148.5,0.3
6,161,1,161.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,0.7
6,162,2,162.2,NA,NA,NA,98,NA,0,1,0,SCB,Pseudohomophone,1,148.5,0.9
6,163,3,163.3,167,167,167,167,167,1,0,0,SCB,Ortho_control,3,148.5,0
6,164,1,164.1,136,136,136,136,136,1,0,0,SCB,Target,2,148.5,0
6,165,2,165.2,184,184,184,184,184,1,0,0,SCB,Pseudohomophone,1,148.5,0.9
6,166,3,166.3,167,167,167,167,167,1,0,0,SCB,Ortho_control,3,148.5,0.8
6,167,1,167.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,0.3
6,168,2,168.2,110,110,110,110,110,1,0,0,SCB,Pseudohomophone,1,148.5,0.5
6,169,3,169.3,184,184,184,479,184,1,1,0,SCB,Ortho_control,3,148.5,0.6
6,170,1,170.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,148.5,1
6,171,2,171.2,167,167,167,167,167,1,0,0,SCB,Pseudohomophone,1,148.5,0.7
6,172,3,172.3,NA,NA,NA,150,NA,0,1,0,SCB,Ortho_control,3,148.5,1
6,173,1,173.1,125,125,125,286,125,1,1,0,SCB,Target,2,148.5,0.9
6,174,2,174.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,148.5,1
6,175,3,175.3,317,317,317,317,317,1,0,0,SCB,Ortho_control,3,148.5,0.8
6,176,1,176.1,168,168,168,168,168,1,0,0,SCB,Target,2,148.5,0.4
6,177,2,177.2,85,85,85,85,85,1,0,0,SCB,Pseudohomophone,1,148.5,0.6
6,178,3,178.3,179,NA,288,288,288,1,0,0,SCB,Ortho_control,3,148.5,0.7
6,179,1,179.1,126,126,126,126,126,1,0,0,SCB,Target,2,148.5,0.6
6,180,2,180.2,119,119,119,119,119,1,0,0,SCB,Pseudohomophone,1,148.5,0.6
7,1,1,1.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,NA,0
7,2,2,2.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,NA,0.2
7,3,3,3.3,257,257,257,257,257,1,0,0,SCB,Ortho_control,3,NA,0.2
7,4,1,4.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,NA,0.9
7,5,2,5.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,NA,0.3
7,6,3,6.3,216,216,216,398,216,1,1,0,SCB,Ortho_control,3,NA,0.1
7,7,1,7.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,NA,0.5
7,8,2,8.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,NA,0.3
7,9,3,9.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,NA,0.7
7,10,1,10.1,173,173,173,173,173,1,0,0,SCB,Target,2,NA,0.4
7,11,2,11.2,388,388,388,388,388,1,0,0,SCB,Pseudohomophone,1,NA,0.4
7,12,3,12.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,NA,0.9
7,13,1,13.1,326,326,326,326,326,1,0,0,SCB,Target,2,NA,0.7
7,14,2,14.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,NA,0.9
7,16,1,16.1,200,200,200,200,200,1,0,0,SCB,Target,2,NA,0
7,17,2,17.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,NA,1
7,18,3,18.3,185,NA,360,360,360,1,0,0,SCB,Ortho_control,3,NA,0.1
7,20,2,20.2,NA,NA,NA,383,NA,0,1,0,SCB,Pseudohomophone,1,NA,0
7,21,3,21.3,261,261,261,261,261,1,0,0,SCB,Ortho_control,3,NA,0.5
7,22,1,22.1,179,179,179,179,179,1,0,0,SCB,Target,2,NA,0.9
7,23,2,23.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,NA,0.8
7,24,3,24.3,324,324,324,324,324,1,0,0,SCB,Ortho_control,3,NA,0.8
7,25,1,25.1,257,257,257,257,257,1,0,0,SCB,Target,2,NA,0.2
7,26,2,26.2,276,276,276,276,276,1,0,0,SCB,Pseudohomophone,1,NA,0.8
7,27,3,27.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,NA,0.4
7,28,1,28.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,NA,1
7,29,2,29.2,218,218,218,218,218,1,0,0,SCB,Pseudohomophone,1,NA,0.6
7,30,3,30.3,NA,NA,NA,47,NA,0,1,0,SCB,Ortho_control,3,NA,0.4
7,31,1,31.1,218,218,218,218,218,1,0,0,SCB,Target,2,NA,0.8
7,32,2,32.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,NA,1
7,33,3,33.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,NA,0.1
7,34,1,34.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,NA,1
7,35,2,35.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,NA,0.7
7,36,3,36.3,127,127,127,127,127,1,0,0,SCB,Ortho_control,3,NA,0.3
7,37,1,37.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,NA,1
7,38,2,38.2,194,194,194,194,194,1,0,0,SCB,Pseudohomophone,1,NA,0.5
7,39,3,39.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,NA,0
7,40,1,40.1,181,181,181,181,181,1,0,0,SCB,Target,2,NA,0.9
7,41,2,41.2,223,223,223,223,223,1,0,0,SCB,Pseudohomophone,1,NA,0.5
7,42,3,42.3,217,217,217,217,217,1,0,0,SCB,Ortho_control,3,NA,0.5
7,43,1,43.1,214,214,214,262,214,1,0,0,SCB,Target,2,NA,0.7
7,44,2,44.2,264,264,264,264,264,1,0,0,SCB,Pseudohomophone,1,NA,0.3
7,45,3,45.3,275,275,275,275,275,1,0,0,SCB,Ortho_control,3,NA,1
7,46,1,46.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,NA,0.9
7,47,2,47.2,212,212,212,212,212,1,0,0,SCB,Pseudohomophone,1,NA,0.9
7,48,3,48.3,222,222,222,222,222,1,0,0,SCB,Ortho_control,3,NA,1
7,49,1,49.1,249,NA,481,481,481,1,0,0,SCB,Target,2,NA,0
7,50,2,50.2,313,313,313,313,313,1,0,0,SCB,Pseudohomophone,1,NA,0.5
7,51,3,51.3,270,270,270,991,270,1,1,0,SCB,Ortho_control,3,NA,0.3
7,52,1,52.1,179,179,179,179,179,1,0,0,SCB,Target,2,NA,1
7,53,2,53.2,223,223,223,223,223,1,0,0,SCB,Pseudohomophone,1,NA,0.8
7,54,3,54.3,NA,NA,NA,418,NA,0,1,0,SCB,Ortho_control,3,NA,0.7
7,55,1,55.1,218,218,218,218,218,1,0,0,SCB,Target,2,NA,0.7
7,56,2,56.2,290,290,290,290,290,1,0,0,SCB,Pseudohomophone,1,NA,0.1
7,57,3,57.3,NA,NA,NA,241,NA,0,1,0,SCB,Ortho_control,3,NA,0.2
7,59,2,59.2,213,213,213,494,213,1,1,0,SCB,Pseudohomophone,1,NA,0
7,60,3,60.3,212,NA,212,1175,1442,1,1,1,SCB,Ortho_control,3,NA,0.3
7,61,1,61.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,NA,0.1
7,62,2,62.2,233,233,233,233,233,1,0,0,SCB,Pseudohomophone,1,NA,1
7,63,3,63.3,152,152,152,433,152,1,1,0,SCB,Ortho_control,3,NA,0
7,64,1,64.1,160,160,160,160,160,1,0,0,SCB,Target,2,NA,1
7,65,2,65.2,199,199,199,199,199,1,0,0,SCB,Pseudohomophone,1,NA,1
7,66,3,66.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,NA,1
7,67,1,67.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,NA,0.9
7,68,2,68.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,NA,1
7,69,3,69.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,NA,0.7
7,70,1,70.1,165,165,165,165,165,1,0,0,SCB,Target,2,NA,0.9
